x,y,vx,vy,objet_raquette_2
910,469,9,14,320
919,455,9,-14,320
928,441,9,-14,320
937,427,9,-14,320
928,413,-9,-14,330
937,399,9,-14,330
928,385,-9,-14,340
937,371,9,-14,340
928,357,-9,-14,340
937,343,9,-14,340
928,329,-9,-14,340
937,315,9,-14,340
928,301,-9,-14,340
919,287,-9,-14,340
910,273,-9,-14,340
901,259,-9,-14,340
892,245,-9,-14,340
883,231,-9,-14,340
874,217,-9,-14,340
865,203,-9,-14,340
856,189,-9,-14,340
847,175,-9,-14,340
838,161,-9,-14,340
829,147,-9,-14,340
820,133,-9,-14,340
811,119,-9,-14,340
802,105,-9,-14,340
793,91,-9,-14,340
784,105,-9,14,340
775,119,-9,14,340
766,133,-9,14,340
757,147,-9,14,340
748,161,-9,14,340
739,175,-9,14,340
730,189,-9,14,340
721,203,-9,14,340
712,217,-9,14,340
703,231,-9,14,340
694,245,-9,14,340
685,259,-9,14,340
676,273,-9,14,340
667,287,-9,14,340
658,301,-9,14,340
649,315,-9,14,340
640,329,-9,14,340
631,343,-9,14,340
622,357,-9,14,340
613,371,-9,14,340
604,385,-9,14,340
595,399,-9,14,340
586,413,-9,14,340
577,427,-9,14,340
568,441,-9,14,340
559,455,-9,14,340
550,469,-9,14,340
541,455,-9,-14,340
532,441,-9,-14,340
523,427,-9,-14,340
514,413,-9,-14,340
505,399,-9,-14,340
496,385,-9,-14,340
487,371,-9,-14,340
478,357,-9,-14,340
469,343,-9,-14,340
460,329,-9,-14,340
451,315,-9,-14,340
442,301,-9,-14,340
433,287,-9,-14,340
424,273,-9,-14,340
415,259,-9,-14,340
406,245,-9,-14,340
397,231,-9,-14,340
388,217,-9,-14,340
379,203,-9,-14,340
370,189,-9,-14,340
361,175,-9,-14,340
352,161,-9,-14,340
343,147,-9,-14,340
334,133,-9,-14,340
325,119,-9,-14,340
316,105,-9,-14,340
307,91,-9,-14,340
298,105,-9,14,340
289,119,-9,14,340
280,133,-9,14,340
271,147,-9,14,340
262,161,-9,14,340
253,175,-9,14,340
244,189,-9,14,340
235,203,-9,14,340
226,217,-9,14,340
217,231,-9,14,340
208,245,-9,14,340
199,259,-9,14,340
190,273,-9,14,340
181,287,-9,14,340
172,301,-9,14,340
163,315,-9,14,340
154,329,-9,14,340
145,343,-9,14,340
136,357,-9,14,340
127,371,-9,14,340
118,385,-9,14,340
109,399,-9,14,340
100,413,-9,14,340
91,427,-9,14,340
82,441,-9,14,340
73,455,-9,14,340
64,469,-9,14,340
55,455,-9,-14,340
46,441,-9,-14,340
37,427,-9,-14,340
28,413,-9,-14,340
37,399,9,-14,340
28,385,-9,-14,340
37,371,9,-14,340
28,357,-9,-14,340
37,343,9,-14,340
28,329,-9,-14,340
37,315,9,-14,340
28,301,-9,-14,340
37,287,9,-14,340
46,273,9,-14,340
55,259,9,-14,340
64,245,9,-14,340
73,231,9,-14,340
82,217,9,-14,340
91,203,9,-14,340
100,189,9,-14,340
109,175,9,-14,340
118,161,9,-14,340
127,147,9,-14,340
136,133,9,-14,340
145,119,9,-14,340
154,105,9,-14,340
163,91,9,-14,340
172,105,9,14,340
181,119,9,14,340
190,133,9,14,340
199,147,9,14,340
208,161,9,14,340
217,175,9,14,330
226,189,9,14,330
235,203,9,14,330
244,217,9,14,330
253,231,9,14,330
262,245,9,14,330
271,259,9,14,330
280,273,9,14,330
289,287,9,14,330
298,301,9,14,330
307,315,9,14,330
316,329,9,14,330
325,343,9,14,330
334,357,9,14,330
343,371,9,14,330
352,385,9,14,330
361,399,9,14,330
370,413,9,14,330
379,427,9,14,330
388,441,9,14,330
397,455,9,14,330
406,469,9,14,320
415,455,9,-14,320
424,441,9,-14,320
433,427,9,-14,320
442,413,9,-14,320
451,399,9,-14,320
460,385,9,-14,310
469,371,9,-14,310
478,357,9,-14,310
487,343,9,-14,310
496,329,9,-14,300
505,315,9,-14,300
514,301,9,-14,300
523,287,9,-14,300
532,273,9,-14,300
541,259,9,-14,300
550,245,9,-14,300
559,231,9,-14,300
568,217,9,-14,300
577,203,9,-14,300
586,189,9,-14,300
595,175,9,-14,300
604,161,9,-14,300
613,147,9,-14,300
622,133,9,-14,300
631,119,9,-14,300
640,105,9,-14,300
649,91,9,-14,300
658,105,9,14,300
667,119,9,14,300
676,133,9,14,300
685,147,9,14,300
694,161,9,14,300
703,175,9,14,300
712,189,9,14,300
721,203,9,14,310
730,217,9,14,310
739,231,9,14,310
748,245,9,14,310
757,259,9,14,320
766,273,9,14,320
775,287,9,14,320
784,301,9,14,330
793,315,9,14,330
802,329,9,14,330
811,343,9,14,340
820,357,9,14,340
829,371,9,14,340
838,385,9,14,350
847,399,9,14,350
856,413,9,14,350
865,427,9,14,360
874,441,9,14,360
883,455,9,14,360
892,469,9,14,360
901,455,9,-14,370
910,441,9,-14,370
901,427,-9,-14,370
892,413,-9,-14,370
883,399,-9,-14,370
874,385,-9,-14,370
865,371,-9,-14,370
856,357,-9,-14,370
847,343,-9,-14,370
838,329,-9,-14,370
829,315,-9,-14,370
820,301,-9,-14,370
811,287,-9,-14,370
802,273,-9,-14,370
793,259,-9,-14,370
784,245,-9,-14,370
775,231,-9,-14,370
766,217,-9,-14,370
757,203,-9,-14,370
748,189,-9,-14,370
739,175,-9,-14,370
730,161,-9,-14,370
721,147,-9,-14,370
712,133,-9,-14,370
703,119,-9,-14,370
694,105,-9,-14,370
685,91,-9,-14,370
676,105,-9,14,370
667,119,-9,14,370
658,133,-9,14,370
649,147,-9,14,370
640,161,-9,14,370
631,175,-9,14,370
622,189,-9,14,370
613,203,-9,14,370
604,217,-9,14,370
595,231,-9,14,370
586,245,-9,14,370
577,259,-9,14,370
568,273,-9,14,370
559,287,-9,14,370
550,301,-9,14,370
541,315,-9,14,370
532,329,-9,14,370
523,343,-9,14,370
514,357,-9,14,370
505,371,-9,14,370
496,385,-9,14,370
487,399,-9,14,370
478,413,-9,14,370
469,427,-9,14,370
460,441,-9,14,370
451,455,-9,14,370
442,469,-9,14,370
433,455,-9,-14,370
424,441,-9,-14,370
415,427,-9,-14,370
406,413,-9,-14,370
397,399,-9,-14,370
388,385,-9,-14,370
379,371,-9,-14,370
370,357,-9,-14,370
361,343,-9,-14,370
352,329,-9,-14,370
343,315,-9,-14,370
334,301,-9,-14,370
325,287,-9,-14,370
316,273,-9,-14,370
307,259,-9,-14,370
298,245,-9,-14,370
289,231,-9,-14,370
280,217,-9,-14,370
271,203,-9,-14,370
262,189,-9,-14,370
253,175,-9,-14,370
244,161,-9,-14,370
235,147,-9,-14,370
226,133,-9,-14,370
217,119,-9,-14,370
208,105,-9,-14,370
199,91,-9,-14,370
190,105,-9,14,370
181,119,-9,14,370
172,133,-9,14,370
163,147,-9,14,370
154,161,-9,14,370
145,175,-9,14,370
136,189,-9,14,370
127,203,-9,14,370
118,217,-9,14,370
109,231,-9,14,370
100,245,-9,14,370
91,259,-9,14,370
82,273,-9,14,370
73,287,-9,14,370
64,301,-9,14,370
55,315,-9,14,370
46,329,-9,14,370
55,343,9,14,370
64,357,9,14,370
73,371,9,14,370
82,385,9,14,370
91,399,9,14,370
100,413,9,14,370
109,427,9,14,370
118,441,9,14,370
127,455,9,14,370
136,469,9,14,370
145,455,9,-14,370
154,441,9,-14,370
163,427,9,-14,370
172,413,9,-14,360
181,399,9,-14,360
190,385,9,-14,360
199,371,9,-14,360
208,357,9,-14,360
217,343,9,-14,360
226,329,9,-14,350
235,315,9,-14,350
244,301,9,-14,350
253,287,9,-14,350
262,273,9,-14,340
271,259,9,-14,340
280,245,9,-14,340
289,231,9,-14,340
298,217,9,-14,330
307,203,9,-14,330
316,189,9,-14,330
325,175,9,-14,330
334,161,9,-14,330
343,147,9,-14,330
352,133,9,-14,320
361,119,9,-14,320
370,105,9,-14,320
379,91,9,-14,320
388,105,9,14,310
397,119,9,14,310
406,133,9,14,310
415,147,9,14,310
424,161,9,14,300
433,175,9,14,300
442,189,9,14,300
451,203,9,14,290
460,217,9,14,290
469,231,9,14,290
478,245,9,14,290
487,259,9,14,280
496,273,9,14,280
505,287,9,14,280
514,301,9,14,270
523,315,9,14,270
532,329,9,14,270
541,343,9,14,270
550,357,9,14,260
559,371,9,14,260
568,385,9,14,260
577,399,9,14,250
586,413,9,14,250
595,427,9,14,250
604,441,9,14,250
613,455,9,14,240
622,469,9,14,240
631,455,9,-14,240
640,441,9,-14,230
649,427,9,-14,230
658,413,9,-14,230
667,399,9,-14,220
676,385,9,-14,220
685,371,9,-14,220
694,357,9,-14,220
703,343,9,-14,210
712,329,9,-14,210
721,315,9,-14,210
730,301,9,-14,200
739,287,9,-14,200
748,273,9,-14,200
757,259,9,-14,190
766,245,9,-14,190
775,231,9,-14,190
784,217,9,-14,190
793,203,9,-14,180
802,189,9,-14,180
811,175,9,-14,180
820,161,9,-14,170
829,147,9,-14,170
838,133,9,-14,170
847,119,9,-14,170
856,105,9,-14,160
865,91,9,-14,160
874,105,9,14,160
883,119,9,14,160
892,133,9,14,150
901,147,9,14,150
910,161,9,14,150
901,175,-9,14,150
892,189,-9,14,150
883,203,-9,14,150
874,217,-9,14,150
865,231,-9,14,150
856,245,-9,14,150
847,259,-9,14,150
838,273,-9,14,150
829,287,-9,14,150
820,301,-9,14,150
811,315,-9,14,150
802,329,-9,14,150
793,343,-9,14,150
784,357,-9,14,150
775,371,-9,14,150
766,385,-9,14,150
757,399,-9,14,150
748,413,-9,14,150
739,427,-9,14,150
730,441,-9,14,150
721,455,-9,14,150
712,469,-9,14,150
703,455,-9,-14,150
694,441,-9,-14,150
685,427,-9,-14,150
676,413,-9,-14,150
667,399,-9,-14,150
658,385,-9,-14,150
649,371,-9,-14,150
640,357,-9,-14,150
631,343,-9,-14,150
622,329,-9,-14,150
613,315,-9,-14,150
604,301,-9,-14,150
595,287,-9,-14,150
586,273,-9,-14,150
577,259,-9,-14,150
568,245,-9,-14,150
559,231,-9,-14,150
550,217,-9,-14,150
541,203,-9,-14,150
532,189,-9,-14,150
523,175,-9,-14,150
514,161,-9,-14,150
505,147,-9,-14,150
496,133,-9,-14,150
487,119,-9,-14,150
478,105,-9,-14,150
469,91,-9,-14,150
460,105,-9,14,150
451,119,-9,14,150
442,133,-9,14,150
433,147,-9,14,150
424,161,-9,14,150
415,175,-9,14,150
406,189,-9,14,150
397,203,-9,14,150
388,217,-9,14,150
379,231,-9,14,150
370,245,-9,14,150
361,259,-9,14,150
352,273,-9,14,150
343,287,-9,14,150
334,301,-9,14,150
325,315,-9,14,150
316,329,-9,14,150
307,343,-9,14,150
298,357,-9,14,150
289,371,-9,14,150
280,385,-9,14,150
271,399,-9,14,150
262,413,-9,14,150
253,427,-9,14,150
244,441,-9,14,150
235,455,-9,14,150
226,469,-9,14,150
217,455,-9,-14,150
208,441,-9,-14,150
199,427,-9,-14,150
190,413,-9,-14,150
181,399,-9,-14,150
172,385,-9,-14,150
163,371,-9,-14,150
154,357,-9,-14,150
145,343,-9,-14,150
136,329,-9,-14,150
127,315,-9,-14,150
118,301,-9,-14,150
109,287,-9,-14,150
100,273,-9,-14,150
91,259,-9,-14,150
82,245,-9,-14,150
73,231,-9,-14,150
64,217,-9,-14,150
55,203,-9,-14,150
46,189,-9,-14,150
37,175,-9,-14,150
28,161,-9,-14,150
19,147,-9,-14,150
10,133,-9,-14,150
1,119,-9,-14,150
-8,105,-9,-14,150
-17,91,-9,-14,150
-26,105,-9,14,150
-35,119,-9,14,150
478,301,-9,14,150
469,315,-9,14,150
460,329,-9,14,150
451,343,-9,14,150
442,357,-9,14,150
433,371,-9,14,150
424,385,-9,14,150
415,399,-9,14,150
406,413,-9,14,150
397,427,-9,14,150
388,441,-9,14,150
379,455,-9,14,150
370,469,-9,14,150
361,455,-9,-14,150
352,441,-9,-14,150
343,427,-9,-14,150
334,413,-9,-14,150
325,399,-9,-14,150
316,385,-9,-14,150
307,371,-9,-14,150
298,357,-9,-14,150
289,343,-9,-14,150
280,329,-9,-14,150
271,315,-9,-14,150
262,301,-9,-14,150
253,287,-9,-14,150
244,273,-9,-14,150
235,259,-9,-14,150
226,245,-9,-14,150
217,231,-9,-14,150
208,217,-9,-14,150
199,203,-9,-14,150
190,189,-9,-14,150
181,175,-9,-14,150
172,161,-9,-14,150
163,147,-9,-14,150
154,133,-9,-14,150
145,119,-9,-14,150
136,105,-9,-14,150
127,91,-9,-14,150
118,105,-9,14,150
109,119,-9,14,150
100,133,-9,14,150
91,147,-9,14,150
82,161,-9,14,150
73,175,-9,14,150
64,189,-9,14,150
55,203,-9,14,150
46,217,-9,14,150
55,231,9,14,150
64,245,9,14,150
73,259,9,14,150
82,273,9,14,150
91,287,9,14,150
100,301,9,14,150
109,315,9,14,150
118,329,9,14,150
127,343,9,14,150
136,357,9,14,150
145,371,9,14,150
154,385,9,14,150
163,399,9,14,150
172,413,9,14,150
181,427,9,14,150
190,441,9,14,150
199,455,9,14,150
208,469,9,14,150
217,455,9,-14,150
226,441,9,-14,150
235,427,9,-14,150
244,413,9,-14,150
253,399,9,-14,150
262,385,9,-14,150
271,371,9,-14,150
280,357,9,-14,150
289,343,9,-14,150
298,329,9,-14,150
307,315,9,-14,150
316,301,9,-14,150
325,287,9,-14,150
334,273,9,-14,150
343,259,9,-14,150
352,245,9,-14,150
361,231,9,-14,150
370,217,9,-14,150
379,203,9,-14,150
388,189,9,-14,150
397,175,9,-14,150
406,161,9,-14,150
415,147,9,-14,150
424,133,9,-14,150
433,119,9,-14,150
442,105,9,-14,150
451,91,9,-14,150
460,105,9,14,150
469,119,9,14,150
478,133,9,14,150
487,147,9,14,150
496,161,9,14,160
505,175,9,14,160
514,189,9,14,160
523,203,9,14,160
532,217,9,14,160
541,231,9,14,160
550,245,9,14,170
559,259,9,14,170
568,273,9,14,170
577,287,9,14,170
586,301,9,14,170
595,315,9,14,170
604,329,9,14,170
613,343,9,14,170
622,357,9,14,170
631,371,9,14,160
640,385,9,14,160
649,399,9,14,160
658,413,9,14,160
667,427,9,14,160
676,441,9,14,160
685,455,9,14,160
694,469,9,14,160
703,455,9,-14,160
712,441,9,-14,160
721,427,9,-14,160
730,413,9,-14,160
739,399,9,-14,160
748,385,9,-14,160
757,371,9,-14,160
766,357,9,-14,160
775,343,9,-14,160
784,329,9,-14,160
793,315,9,-14,160
802,301,9,-14,160
811,287,9,-14,160
820,273,9,-14,150
829,259,9,-14,150
838,245,9,-14,150
847,231,9,-14,150
856,217,9,-14,150
865,203,9,-14,140
874,189,9,-14,140
883,175,9,-14,140
892,161,9,-14,140
901,147,9,-14,130
910,133,9,-14,130
901,119,-9,-14,130
892,105,-9,-14,130
883,91,-9,-14,130
874,105,-9,14,130
865,119,-9,14,130
856,133,-9,14,130
847,147,-9,14,130
838,161,-9,14,130
829,175,-9,14,130
820,189,-9,14,130
811,203,-9,14,130
802,217,-9,14,130
793,231,-9,14,130
784,245,-9,14,130
775,259,-9,14,130
766,273,-9,14,130
757,287,-9,14,130
748,301,-9,14,130
739,315,-9,14,130
730,329,-9,14,130
721,343,-9,14,130
712,357,-9,14,130
703,371,-9,14,130
694,385,-9,14,130
685,399,-9,14,130
676,413,-9,14,130
667,427,-9,14,130
658,441,-9,14,130
649,455,-9,14,130
640,469,-9,14,130
631,455,-9,-14,130
622,441,-9,-14,130
613,427,-9,-14,130
604,413,-9,-14,130
595,399,-9,-14,130
586,385,-9,-14,130
577,371,-9,-14,130
568,357,-9,-14,130
559,343,-9,-14,130
550,329,-9,-14,130
541,315,-9,-14,130
532,301,-9,-14,130
523,287,-9,-14,130
514,273,-9,-14,130
505,259,-9,-14,130
496,245,-9,-14,130
487,231,-9,-14,130
478,217,-9,-14,130
469,203,-9,-14,130
460,189,-9,-14,130
451,175,-9,-14,130
442,161,-9,-14,130
433,147,-9,-14,130
424,133,-9,-14,130
415,119,-9,-14,130
406,105,-9,-14,130
397,91,-9,-14,130
388,105,-9,14,130
379,119,-9,14,130
370,133,-9,14,130
361,147,-9,14,130
352,161,-9,14,130
343,175,-9,14,130
334,189,-9,14,130
325,203,-9,14,130
316,217,-9,14,130
307,231,-9,14,130
298,245,-9,14,130
289,259,-9,14,130
280,273,-9,14,130
271,287,-9,14,130
262,301,-9,14,130
253,315,-9,14,130
244,329,-9,14,130
235,343,-9,14,130
226,357,-9,14,130
217,371,-9,14,130
208,385,-9,14,130
199,399,-9,14,130
190,413,-9,14,130
181,427,-9,14,130
172,441,-9,14,130
163,455,-9,14,130
154,469,-9,14,130
145,455,-9,-14,130
136,441,-9,-14,130
127,427,-9,-14,130
118,413,-9,-14,130
109,399,-9,-14,130
100,385,-9,-14,130
91,371,-9,-14,130
82,357,-9,-14,130
73,343,-9,-14,130
64,329,-9,-14,130
55,315,-9,-14,130
46,301,-9,-14,130
55,287,9,-14,130
64,273,9,-14,130
73,259,9,-14,130
82,245,9,-14,130
91,231,9,-14,130
100,217,9,-14,130
109,203,9,-14,130
118,189,9,-14,130
127,175,9,-14,130
136,161,9,-14,130
145,147,9,-14,130
154,133,9,-14,130
163,119,9,-14,130
172,105,9,-14,130
181,91,9,-14,130
190,105,9,14,130
199,119,9,14,130
208,133,9,14,130
217,147,9,14,130
226,161,9,14,130
235,175,9,14,130
244,189,9,14,120
253,203,9,14,120
262,217,9,14,120
271,231,9,14,120
280,245,9,14,110
289,259,9,14,110
298,273,9,14,110
307,287,9,14,110
316,301,9,14,100
325,315,9,14,100
334,329,9,14,100
343,343,9,14,100
352,357,9,14,100
361,371,9,14,100
370,385,9,14,100
379,399,9,14,110
388,413,9,14,110
397,427,9,14,110
406,441,9,14,110
415,455,9,14,110
424,469,9,14,110
433,455,9,-14,120
442,441,9,-14,120
451,427,9,-14,120
460,413,9,-14,130
469,399,9,-14,130
478,385,9,-14,130
487,371,9,-14,130
496,357,9,-14,140
505,343,9,-14,140
514,329,9,-14,140
523,315,9,-14,140
532,301,9,-14,140
541,287,9,-14,140
550,273,9,-14,140
559,259,9,-14,140
568,245,9,-14,140
577,231,9,-14,140
586,217,9,-14,140
595,203,9,-14,150
604,189,9,-14,150
613,175,9,-14,150
622,161,9,-14,150
631,147,9,-14,160
640,133,9,-14,160
649,119,9,-14,160
658,105,9,-14,170
667,91,9,-14,170
676,105,9,14,170
685,119,9,14,180
694,133,9,14,180
703,147,9,14,180
712,161,9,14,180
721,175,9,14,190
730,189,9,14,190
739,203,9,14,190
748,217,9,14,200
757,231,9,14,200
766,245,9,14,200
775,259,9,14,200
784,273,9,14,200
793,287,9,14,210
802,301,9,14,210
811,315,9,14,210
820,329,9,14,220
829,343,9,14,220
838,357,9,14,220
847,371,9,14,230
856,385,9,14,230
865,399,9,14,230
874,413,9,14,230
883,427,9,14,240
892,441,9,14,240
901,455,9,14,240
910,469,9,14,250
919,455,9,-14,250
928,441,9,-14,250
937,427,9,-14,260
946,413,9,-14,260
955,399,9,-14,260
964,385,9,-14,260
973,371,9,-14,260
982,357,9,-14,260
991,343,9,-14,270
1000,329,9,-14,270
1009,315,9,-14,270
496,273,9,-14,270
505,259,9,-14,270
514,245,9,-14,270
523,231,9,-14,270
532,217,9,-14,270
541,203,9,-14,270
550,189,9,-14,270
559,175,9,-14,270
568,161,9,-14,270
577,147,9,-14,270
517,317,30,30,250
547,347,30,30,250
577,377,30,30,250
607,407,30,30,250
637,437,30,30,250
667,467,30,30,250
697,497,30,30,250
727,467,30,-30,250
757,437,30,-30,260
787,407,30,-30,260
817,377,30,-30,260
847,347,30,-30,260
877,317,30,-30,260
907,287,30,-30,270
937,257,30,-30,270
907,227,-30,-30,270
877,197,-30,-30,270
847,167,-30,-30,270
817,137,-30,-30,270
787,107,-30,-30,270
757,77,-30,-30,270
727,107,-30,30,270
697,137,-30,30,270
667,167,-30,30,270
637,197,-30,30,270
607,227,-30,30,270
577,257,-30,30,270
547,287,-30,30,270
517,317,-30,30,270
487,347,-30,30,270
457,377,-30,30,270
427,407,-30,30,270
397,437,-30,30,270
367,467,-30,30,270
337,497,-30,30,270
307,467,-30,-30,270
277,437,-30,-30,270
247,407,-30,-30,270
217,377,-30,-30,270
187,347,-30,-30,270
157,317,-30,-30,270
127,287,-30,-30,270
97,257,-30,-30,270
67,227,-30,-30,270
37,197,-30,-30,270
7,167,-30,-30,270
-23,137,-30,-30,270
-53,107,-30,-30,270
457,257,-30,-30,270
427,227,-30,-30,270
397,197,-30,-30,270
367,167,-30,-30,270
337,137,-30,-30,270
307,107,-30,-30,270
277,77,-30,-30,270
247,107,-30,30,270
217,137,-30,30,260
187,167,-30,30,260
157,197,-30,30,260
127,227,-30,30,260
97,257,-30,30,260
67,287,-30,30,260
37,317,-30,30,260
67,347,30,30,260
97,377,30,30,260
127,407,30,30,260
157,437,30,30,260
187,467,30,30,260
217,497,30,30,260
247,467,30,-30,260
277,437,30,-30,260
307,407,30,-30,260
337,377,30,-30,250
367,347,30,-30,250
397,317,30,-30,250
427,287,30,-30,250
457,257,30,-30,250
487,227,30,-30,240
517,197,30,-30,240
547,167,30,-30,240
577,137,30,-30,240
607,107,30,-30,230
637,77,30,-30,230
667,107,30,30,230
697,137,30,30,230
727,167,30,30,220
757,197,30,30,220
787,227,30,30,220
817,257,30,30,220
847,287,30,30,220
877,317,30,30,220
907,347,30,30,220
937,377,30,30,230
967,407,30,30,230
997,437,30,30,230
1027,467,30,30,230
517,317,30,30,230
547,347,30,30,230
577,377,30,30,230
607,407,30,30,230
637,437,30,30,230
667,467,30,30,230
697,497,30,30,230
727,467,30,-30,230
757,437,30,-30,230
787,407,30,-30,230
817,377,30,-30,230
847,347,30,-30,240
877,317,30,-30,240
907,287,30,-30,240
937,257,30,-30,240
907,227,-30,-30,240
877,197,-30,-30,240
847,167,-30,-30,240
817,137,-30,-30,240
787,107,-30,-30,240
757,77,-30,-30,240
727,107,-30,30,240
697,137,-30,30,240
667,167,-30,30,240
637,197,-30,30,240
607,227,-30,30,240
577,257,-30,30,240
547,287,-30,30,240
517,317,-30,30,240
487,347,-30,30,240
457,377,-30,30,240
427,407,-30,30,240
397,437,-30,30,240
367,467,-30,30,240
337,497,-30,30,240
307,467,-30,-30,240
277,437,-30,-30,240
247,407,-30,-30,240
217,377,-30,-30,240
187,347,-30,-30,240
157,317,-30,-30,240
127,287,-30,-30,240
97,257,-30,-30,240
67,227,-30,-30,240
37,197,-30,-30,240
7,167,-30,-30,240
-23,137,-30,-30,240
-53,107,-30,-30,240
457,257,-30,-30,240
427,227,-30,-30,240
397,197,-30,-30,240
367,167,-30,-30,240
337,137,-30,-30,240
307,107,-30,-30,240
277,77,-30,-30,240
247,107,-30,30,240
217,137,-30,30,240
187,167,-30,30,240
157,197,-30,30,240
127,227,-30,30,240
97,257,-30,30,240
67,287,-30,30,240
37,317,-30,30,240
67,347,30,30,240
97,377,30,30,240
127,407,30,30,240
157,437,30,30,240
187,467,30,30,240
217,497,30,30,240
247,467,30,-30,240
277,437,30,-30,240
307,407,30,-30,240
337,377,30,-30,240
367,347,30,-30,240
397,317,30,-30,240
427,287,30,-30,250
457,257,30,-30,250
487,227,30,-30,250
517,197,30,-30,250
547,167,30,-30,250
577,137,30,-30,250
607,107,30,-30,250
637,77,30,-30,250
667,107,30,30,250
697,137,30,30,250
727,167,30,30,260
757,197,30,30,260
787,227,30,30,260
817,257,30,30,270
847,287,30,30,270
877,317,30,30,270
907,347,30,30,270
937,377,30,30,280
907,407,-30,30,280
877,437,-30,30,280
847,467,-30,30,290
817,497,-30,30,290
787,467,-30,-30,290
757,437,-30,-30,290
727,407,-30,-30,290
697,377,-30,-30,290
667,347,-30,-30,290
637,317,-30,-30,290
607,287,-30,-30,290
577,257,-30,-30,290
547,227,-30,-30,290
517,197,-30,-30,290
487,167,-30,-30,290
457,137,-30,-30,290
427,107,-30,-30,290
397,77,-30,-30,290
367,107,-30,30,290
337,137,-30,30,290
307,167,-30,30,290
277,197,-30,30,290
247,227,-30,30,290
217,257,-30,30,290
187,287,-30,30,290
157,317,-30,30,290
127,347,-30,30,290
97,377,-30,30,290
67,407,-30,30,290
37,437,-30,30,290
7,467,-30,30,290
-23,497,-30,30,290
-53,467,-30,-30,290
457,257,-30,-30,290
427,227,-30,-30,290
397,197,-30,-30,290
367,167,-30,-30,290
337,137,-30,-30,290
307,107,-30,-30,290
277,77,-30,-30,290
247,107,-30,30,290
217,137,-30,30,290
187,167,-30,30,290
157,197,-30,30,290
127,227,-30,30,290
97,257,-30,30,290
67,287,-30,30,290
37,317,-30,30,290
67,347,30,30,290
97,377,30,30,290
127,407,30,30,290
157,437,30,30,290
187,467,30,30,290
217,497,30,30,290
247,467,30,-30,290
277,437,30,-30,290
307,407,30,-30,290
337,377,30,-30,290
367,347,30,-30,290
397,317,30,-30,290
427,287,30,-30,290
457,257,30,-30,290
487,227,30,-30,290
517,197,30,-30,290
547,167,30,-30,290
577,137,30,-30,290
607,107,30,-30,290
637,77,30,-30,300
667,107,30,30,300
697,137,30,30,300
727,167,30,30,300
757,197,30,30,300
787,227,30,30,310
817,257,30,30,310
847,287,30,30,310
877,317,30,30,320
907,347,30,30,320
937,377,30,30,320
907,407,-30,30,320
877,437,-30,30,330
847,467,-30,30,330
817,497,-30,30,330
787,467,-30,-30,330
757,437,-30,-30,330
727,407,-30,-30,330
697,377,-30,-30,330
667,347,-30,-30,330
637,317,-30,-30,330
607,287,-30,-30,330
577,257,-30,-30,330
547,227,-30,-30,330
517,197,-30,-30,330
487,167,-30,-30,330
457,137,-30,-30,330
427,107,-30,-30,330
397,77,-30,-30,330
367,107,-30,30,330
337,137,-30,30,330
307,167,-30,30,330
277,197,-30,30,330
247,227,-30,30,330
217,257,-30,30,330
187,287,-30,30,330
157,317,-30,30,330
127,347,-30,30,330
97,377,-30,30,330
67,407,-30,30,330
37,437,-30,30,330
7,467,-30,30,330
-23,497,-30,30,330
-53,467,-30,-30,330
457,257,-30,-30,330
427,227,-30,-30,330
397,197,-30,-30,330
367,167,-30,-30,330
337,137,-30,-30,330
307,107,-30,-30,330
277,77,-30,-30,330
247,107,-30,30,330
217,137,-30,30,330
187,167,-30,30,330
157,197,-30,30,330
127,227,-30,30,330
97,257,-30,30,330
67,287,-30,30,330
37,317,-30,30,330
67,347,30,30,330
97,377,30,30,330
127,407,30,30,330
157,437,30,30,330
187,467,30,30,330
217,497,30,30,330
247,467,30,-30,330
277,437,30,-30,330
307,407,30,-30,330
337,377,30,-30,330
367,347,30,-30,330
397,317,30,-30,330
427,287,30,-30,330
457,257,30,-30,320
487,227,30,-30,320
517,197,30,-30,320
547,167,30,-30,320
577,137,30,-30,320
607,107,30,-30,320
637,77,30,-30,320
667,107,30,30,330
697,137,30,30,330
727,167,30,30,330
757,197,30,30,330
787,227,30,30,330
817,257,30,30,330
847,287,30,30,330
877,317,30,30,330
907,347,30,30,330
937,377,30,30,330
907,407,-30,30,330
877,437,-30,30,330
847,467,-30,30,330
817,497,-30,30,330
787,467,-30,-30,330
757,437,-30,-30,330
727,407,-30,-30,330
697,377,-30,-30,330
667,347,-30,-30,330
637,317,-30,-30,330
607,287,-30,-30,330
577,257,-30,-30,330
547,227,-30,-30,330
517,197,-30,-30,330
487,167,-30,-30,330
457,137,-30,-30,330
427,107,-30,-30,330
397,77,-30,-30,330
367,107,-30,30,330
337,137,-30,30,330
307,167,-30,30,330
277,197,-30,30,330
247,227,-30,30,330
217,257,-30,30,330
187,287,-30,30,330
157,317,-30,30,330
127,347,-30,30,330
97,377,-30,30,330
67,407,-30,30,330
37,437,-30,30,330
7,467,-30,30,330
-23,497,-30,30,330
-53,467,-30,-30,330
457,257,-30,-30,330
427,227,-30,-30,330
397,197,-30,-30,330
367,167,-30,-30,330
337,137,-30,-30,330
307,107,-30,-30,330
277,77,-30,-30,330
247,107,-30,30,330
217,137,-30,30,330
187,167,-30,30,330
157,197,-30,30,330
