x,y,vx,vy,objet_raquette_2
307,467,-15,15,230
292,482,-15,15,230
277,467,-15,-15,230
262,452,-15,-15,230
247,437,-15,-15,230
232,422,-15,-15,230
217,407,-15,-15,230
202,392,-15,-15,230
187,377,-15,-15,230
172,362,-15,-15,230
157,347,-15,-15,230
142,332,-15,-15,230
127,317,-15,-15,230
112,302,-15,-15,230
97,287,-15,-15,230
82,272,-15,-15,230
67,257,-15,-15,230
52,242,-15,-15,230
37,227,-15,-15,230
22,212,-15,-15,230
7,197,-15,-15,230
-8,182,-15,-15,230
-23,167,-15,-15,230
-38,152,-15,-15,230
472,272,-15,-15,230
457,257,-15,-15,230
442,242,-15,-15,230
427,227,-15,-15,230
412,212,-15,-15,230
397,197,-15,-15,230
382,182,-15,-15,230
367,167,-15,-15,230
352,152,-15,-15,230
337,137,-15,-15,230
322,122,-15,-15,230
307,107,-15,-15,230
292,92,-15,-15,230
277,107,-15,15,230
262,122,-15,15,230
247,137,-15,15,230
232,152,-15,15,230
217,167,-15,15,230
202,182,-15,15,230
187,197,-15,15,230
172,212,-15,15,230
157,227,-15,15,230
142,242,-15,15,230
127,257,-15,15,230
112,272,-15,15,230
97,287,-15,15,230
82,302,-15,15,230
67,317,-15,15,230
52,332,-15,15,230
67,347,15,15,230
82,362,15,15,230
97,377,15,15,230
112,392,15,15,230
127,407,15,15,230
142,422,15,15,230
157,437,15,15,230
172,452,15,15,230
187,467,15,15,230
202,482,15,15,230
217,467,15,-15,230
232,452,15,-15,230
247,437,15,-15,230
262,422,15,-15,230
277,407,15,-15,220
292,392,15,-15,220
307,377,15,-15,220
322,362,15,-15,220
337,347,15,-15,220
352,332,15,-15,210
367,317,15,-15,210
382,302,15,-15,210
397,287,15,-15,210
412,272,15,-15,210
427,257,15,-15,210
442,242,15,-15,210
457,227,15,-15,220
472,212,15,-15,220
487,197,15,-15,220
502,182,15,-15,220
517,167,15,-15,220
532,152,15,-15,230
547,137,15,-15,230
562,122,15,-15,230
577,107,15,-15,240
592,92,15,-15,240
607,107,15,15,250
622,122,15,15,250
637,137,15,15,250
652,152,15,15,260
667,167,15,15,260
682,182,15,15,260
697,197,15,15,270
712,212,15,15,270
727,227,15,15,270
742,242,15,15,280
757,257,15,15,280
772,272,15,15,290
787,287,15,15,290
802,302,15,15,290
817,317,15,15,300
832,332,15,15,300
847,347,15,15,300
862,362,15,15,310
877,377,15,15,310
892,392,15,15,310
907,407,15,15,320
922,422,15,15,320
937,437,15,15,320
952,452,15,15,330
967,467,15,15,330
982,482,15,15,330
997,467,15,-15,330
1012,452,15,-15,330
502,272,15,-15,330
517,257,15,-15,330
532,242,15,-15,330
547,227,15,-15,330
562,212,15,-15,330
577,197,15,-15,330
592,182,15,-15,330
607,167,15,-15,330
622,152,15,-15,330
637,137,15,-15,330
652,122,15,-15,330
667,107,15,-15,330
682,92,15,-15,330
697,107,15,15,330
712,122,15,15,330
727,137,15,15,330
742,152,15,15,330
757,167,15,15,330
772,182,15,15,340
787,197,15,15,340
802,212,15,15,340
817,227,15,15,340
832,242,15,15,350
847,257,15,15,350
862,272,15,15,350
877,287,15,15,350
892,302,15,15,350
907,317,15,15,360
922,332,15,15,360
907,347,-15,15,360
892,362,-15,15,360
877,377,-15,15,360
862,392,-15,15,360
847,407,-15,15,360
832,422,-15,15,360
817,437,-15,15,360
802,452,-15,15,360
787,467,-15,15,360
772,482,-15,15,360
757,467,-15,-15,360
742,452,-15,-15,360
727,437,-15,-15,360
712,422,-15,-15,360
697,407,-15,-15,360
682,392,-15,-15,360
667,377,-15,-15,360
652,362,-15,-15,360
637,347,-15,-15,360
622,332,-15,-15,360
607,317,-15,-15,360
592,302,-15,-15,360
577,287,-15,-15,360
562,272,-15,-15,360
547,257,-15,-15,360
532,242,-15,-15,360
517,227,-15,-15,360
502,212,-15,-15,360
487,197,-15,-15,360
472,182,-15,-15,360
457,167,-15,-15,360
442,152,-15,-15,360
427,137,-15,-15,360
412,122,-15,-15,360
397,107,-15,-15,360
382,92,-15,-15,360
367,107,-15,15,360
352,122,-15,15,360
337,137,-15,15,360
322,152,-15,15,360
307,167,-15,15,360
292,182,-15,15,360
277,197,-15,15,360
262,212,-15,15,360
247,227,-15,15,360
232,242,-15,15,360
217,257,-15,15,360
202,272,-15,15,360
187,287,-15,15,360
172,302,-15,15,360
157,317,-15,15,360
142,332,-15,15,360
127,347,-15,15,360
112,362,-15,15,360
97,377,-15,15,360
82,392,-15,15,360
67,407,-15,15,360
52,422,-15,15,360
67,437,15,15,360
82,452,15,15,360
97,467,15,15,360
112,482,15,15,360
127,467,15,-15,360
142,452,15,-15,360
157,437,15,-15,360
172,422,15,-15,360
187,407,15,-15,360
202,392,15,-15,360
217,377,15,-15,360
232,362,15,-15,360
247,347,15,-15,360
262,332,15,-15,350
277,317,15,-15,350
292,302,15,-15,350
307,287,15,-15,350
322,272,15,-15,350
337,257,15,-15,340
352,242,15,-15,340
367,227,15,-15,340
382,212,15,-15,330
397,197,15,-15,330
412,182,15,-15,330
427,167,15,-15,320
442,152,15,-15,320
457,137,15,-15,320
472,122,15,-15,310
487,107,15,-15,310
502,92,15,-15,310
517,107,15,15,310
532,122,15,15,310
547,137,15,15,310
562,152,15,15,310
577,167,15,15,310
592,182,15,15,310
607,197,15,15,320
622,212,15,15,320
637,227,15,15,320
652,242,15,15,320
667,257,15,15,320
682,272,15,15,330
697,287,15,15,330
712,302,15,15,330
727,317,15,15,340
742,332,15,15,340
757,347,15,15,340
772,362,15,15,350
787,377,15,15,350
802,392,15,15,350
817,407,15,15,350
832,422,15,15,360
847,437,15,15,360
862,452,15,15,370
877,467,15,15,370
892,482,15,15,370
907,467,15,-15,380
922,452,15,-15,380
907,437,-15,-15,380
892,422,-15,-15,380
877,407,-15,-15,380
862,392,-15,-15,380
847,377,-15,-15,380
832,362,-15,-15,380
817,347,-15,-15,380
802,332,-15,-15,380
787,317,-15,-15,380
772,302,-15,-15,380
757,287,-15,-15,380
742,272,-15,-15,380
727,257,-15,-15,380
712,242,-15,-15,380
697,227,-15,-15,380
682,212,-15,-15,380
667,197,-15,-15,380
652,182,-15,-15,380
637,167,-15,-15,380
622,152,-15,-15,380
607,137,-15,-15,380
592,122,-15,-15,380
577,107,-15,-15,380
562,92,-15,-15,380
547,107,-15,15,380
532,122,-15,15,380
517,137,-15,15,380
502,152,-15,15,380
487,167,-15,15,380
472,182,-15,15,380
457,197,-15,15,380
442,212,-15,15,380
427,227,-15,15,380
412,242,-15,15,380
397,257,-15,15,380
382,272,-15,15,380
367,287,-15,15,380
352,302,-15,15,380
337,317,-15,15,380
322,332,-15,15,380
307,347,-15,15,380
292,362,-15,15,380
277,377,-15,15,380
262,392,-15,15,380
247,407,-15,15,380
232,422,-15,15,380
217,437,-15,15,380
202,452,-15,15,380
187,467,-15,15,380
172,482,-15,15,380
157,467,-15,-15,380
142,452,-15,-15,380
127,437,-15,-15,380
112,422,-15,-15,380
97,407,-15,-15,380
82,392,-15,-15,380
67,377,-15,-15,380
52,362,-15,-15,380
67,347,15,-15,380
82,332,15,-15,380
97,317,15,-15,380
112,302,15,-15,380
127,287,15,-15,380
142,272,15,-15,380
157,257,15,-15,380
172,242,15,-15,380
187,227,15,-15,380
202,212,15,-15,380
217,197,15,-15,380
232,182,15,-15,380
247,167,15,-15,370
262,152,15,-15,370
277,137,15,-15,370
292,122,15,-15,370
307,107,15,-15,370
322,92,15,-15,370
337,107,15,15,360
352,122,15,15,360
367,137,15,15,360
382,152,15,15,360
397,167,15,15,360
412,182,15,15,360
427,197,15,15,360
442,212,15,15,360
457,227,15,15,360
472,242,15,15,360
487,257,15,15,360
502,272,15,15,370
517,287,15,15,370
532,302,15,15,370
547,317,15,15,370
562,332,15,15,360
577,347,15,15,360
592,362,15,15,360
607,377,15,15,350
622,392,15,15,350
637,407,15,15,350
652,422,15,15,340
667,437,15,15,340
682,452,15,15,340
697,467,15,15,340
712,482,15,15,330
727,467,15,-15,330
742,452,15,-15,330
757,437,15,-15,330
772,422,15,-15,320
787,407,15,-15,320
802,392,15,-15,310
817,377,15,-15,310
832,362,15,-15,310
847,347,15,-15,310
862,332,15,-15,300
877,317,15,-15,300
892,302,15,-15,300
907,287,15,-15,290
922,272,15,-15,290
907,257,-15,-15,290
892,242,-15,-15,280
877,227,-15,-15,280
862,212,-15,-15,280
847,197,-15,-15,270
832,182,-15,-15,270
817,167,-15,-15,270
802,152,-15,-15,270
787,137,-15,-15,270
772,122,-15,-15,270
757,107,-15,-15,270
742,92,-15,-15,270
727,107,-15,15,270
712,122,-15,15,270
697,137,-15,15,270
682,152,-15,15,270
667,167,-15,15,270
652,182,-15,15,270
637,197,-15,15,270
622,212,-15,15,270
607,227,-15,15,270
592,242,-15,15,270
577,257,-15,15,270
562,272,-15,15,270
547,287,-15,15,270
532,302,-15,15,270
517,317,-15,15,270
502,332,-15,15,270
487,347,-15,15,270
472,362,-15,15,270
457,377,-15,15,270
442,392,-15,15,270
427,407,-15,15,270
412,422,-15,15,270
397,437,-15,15,270
382,452,-15,15,270
367,467,-15,15,270
352,482,-15,15,270
337,467,-15,-15,270
322,452,-15,-15,270
307,437,-15,-15,270
292,422,-15,-15,270
277,407,-15,-15,270
262,392,-15,-15,270
247,377,-15,-15,270
232,362,-15,-15,270
217,347,-15,-15,270
202,332,-15,-15,270
187,317,-15,-15,270
172,302,-15,-15,270
157,287,-15,-15,270
142,272,-15,-15,270
127,257,-15,-15,270
112,242,-15,-15,270
97,227,-15,-15,270
82,212,-15,-15,270
67,197,-15,-15,270
52,182,-15,-15,270
37,167,-15,-15,270
22,152,-15,-15,270
7,137,-15,-15,270
-8,122,-15,-15,270
-23,107,-15,-15,270
-38,92,-15,-15,270
472,272,-15,-15,270
457,257,-15,-15,270
442,242,-15,-15,270
427,227,-15,-15,270
412,212,-15,-15,270
397,197,-15,-15,270
382,182,-15,-15,270
367,167,-15,-15,270
352,152,-15,-15,270
337,137,-15,-15,270
322,122,-15,-15,270
307,107,-15,-15,270
292,92,-15,-15,270
277,107,-15,15,270
262,122,-15,15,270
247,137,-15,15,270
232,152,-15,15,270
217,167,-15,15,270
202,182,-15,15,270
187,197,-15,15,270
172,212,-15,15,270
157,227,-15,15,270
142,242,-15,15,270
127,257,-15,15,270
112,272,-15,15,270
97,287,-15,15,270
82,302,-15,15,270
67,317,-15,15,270
52,332,-15,15,270
67,347,15,15,270
82,362,15,15,270
97,377,15,15,270
112,392,15,15,270
127,407,15,15,270
142,422,15,15,270
157,437,15,15,270
172,452,15,15,270
187,467,15,15,270
202,482,15,15,260
217,467,15,-15,260
232,452,15,-15,260
247,437,15,-15,260
262,422,15,-15,260
277,407,15,-15,250
292,392,15,-15,250
307,377,15,-15,250
322,362,15,-15,240
337,347,15,-15,240
352,332,15,-15,240
367,317,15,-15,240
382,302,15,-15,230
397,287,15,-15,230
412,272,15,-15,230
427,257,15,-15,230
442,242,15,-15,230
457,227,15,-15,230
472,212,15,-15,240
487,197,15,-15,240
502,182,15,-15,240
517,167,15,-15,240
532,152,15,-15,250
547,137,15,-15,250
562,122,15,-15,250
577,107,15,-15,260
592,92,15,-15,260
607,107,15,15,260
622,122,15,15,260
637,137,15,15,270
652,152,15,15,270
667,167,15,15,270
682,182,15,15,280
697,197,15,15,280
712,212,15,15,280
727,227,15,15,280
742,242,15,15,290
757,257,15,15,290
772,272,15,15,290
787,287,15,15,300
802,302,15,15,300
817,317,15,15,300
832,332,15,15,310
847,347,15,15,310
862,362,15,15,310
877,377,15,15,320
892,392,15,15,320
907,407,15,15,320
922,422,15,15,330
907,437,-15,15,330
892,452,-15,15,330
877,467,-15,15,330
862,482,-15,15,330
847,467,-15,-15,330
832,452,-15,-15,330
817,437,-15,-15,330
802,422,-15,-15,330
787,407,-15,-15,330
772,392,-15,-15,330
757,377,-15,-15,330
742,362,-15,-15,330
727,347,-15,-15,330
712,332,-15,-15,330
697,317,-15,-15,330
682,302,-15,-15,330
667,287,-15,-15,330
652,272,-15,-15,330
637,257,-15,-15,330
622,242,-15,-15,330
607,227,-15,-15,330
592,212,-15,-15,330
577,197,-15,-15,330
562,182,-15,-15,330
547,167,-15,-15,330
532,152,-15,-15,330
517,137,-15,-15,330
502,122,-15,-15,330
487,107,-15,-15,330
472,92,-15,-15,330
457,107,-15,15,330
442,122,-15,15,330
427,137,-15,15,330
412,152,-15,15,330
397,167,-15,15,330
382,182,-15,15,330
367,197,-15,15,330
352,212,-15,15,330
337,227,-15,15,330
322,242,-15,15,330
307,257,-15,15,330
292,272,-15,15,330
277,287,-15,15,330
262,302,-15,15,330
247,317,-15,15,330
232,332,-15,15,330
217,347,-15,15,330
202,362,-15,15,330
187,377,-15,15,330
172,392,-15,15,330
157,407,-15,15,330
142,422,-15,15,330
127,437,-15,15,330
112,452,-15,15,330
97,467,-15,15,330
82,482,-15,15,330
67,467,-15,-15,330
52,452,-15,-15,330
37,437,-15,-15,330
52,422,15,-15,330
37,407,-15,-15,330
52,392,15,-15,330
37,377,-15,-15,330
52,362,15,-15,330
37,347,-15,-15,330
52,332,15,-15,330
37,317,-15,-15,330
22,302,-15,-15,330
7,287,-15,-15,330
-8,272,-15,-15,330
-23,257,-15,-15,330
-38,242,-15,-15,330
472,272,-15,-15,330
457,257,-15,-15,330
442,242,-15,-15,330
427,227,-15,-15,330
412,212,-15,-15,330
397,197,-15,-15,330
382,182,-15,-15,330
367,167,-15,-15,330
352,152,-15,-15,330
337,137,-15,-15,330
322,122,-15,-15,330
307,107,-15,-15,330
292,92,-15,-15,330
277,107,-15,15,330
262,122,-15,15,330
247,137,-15,15,330
232,152,-15,15,330
217,167,-15,15,330
202,182,-15,15,330
187,197,-15,15,330
172,212,-15,15,330
157,227,-15,15,330
142,242,-15,15,330
127,257,-15,15,330
112,272,-15,15,330
97,287,-15,15,330
82,302,-15,15,330
67,317,-15,15,330
52,332,-15,15,330
67,347,15,15,330
82,362,15,15,330
97,377,15,15,330
112,392,15,15,330
127,407,15,15,330
142,422,15,15,330
157,437,15,15,330
172,452,15,15,330
187,467,15,15,330
202,482,15,15,330
217,467,15,-15,330
232,452,15,-15,330
247,437,15,-15,330
262,422,15,-15,330
277,407,15,-15,330
292,392,15,-15,330
307,377,15,-15,330
322,362,15,-15,330
337,347,15,-15,330
352,332,15,-15,330
367,317,15,-15,330
382,302,15,-15,330
397,287,15,-15,330
412,272,15,-15,330
427,257,15,-15,330
442,242,15,-15,330
457,227,15,-15,330
472,212,15,-15,330
487,197,15,-15,330
502,182,15,-15,330
517,167,15,-15,330
532,152,15,-15,330
547,137,15,-15,330
562,122,15,-15,330
577,107,15,-15,330
592,92,15,-15,330
607,107,15,15,330
622,122,15,15,330
637,137,15,15,330
652,152,15,15,330
667,167,15,15,330
682,182,15,15,330
697,197,15,15,330
712,212,15,15,340
727,227,15,15,340
742,242,15,15,340
757,257,15,15,340
772,272,15,15,340
787,287,15,15,350
802,302,15,15,350
817,317,15,15,350
832,332,15,15,350
847,347,15,15,360
862,362,15,15,360
877,377,15,15,360
892,392,15,15,360
907,407,15,15,370
922,422,15,15,370
907,437,-15,15,370
892,452,-15,15,380
877,467,-15,15,380
862,482,-15,15,380
847,467,-15,-15,380
832,452,-15,-15,380
817,437,-15,-15,380
802,422,-15,-15,380
787,407,-15,-15,380
772,392,-15,-15,380
757,377,-15,-15,380
742,362,-15,-15,380
727,347,-15,-15,380
712,332,-15,-15,380
697,317,-15,-15,380
682,302,-15,-15,380
667,287,-15,-15,380
652,272,-15,-15,380
637,257,-15,-15,380
622,242,-15,-15,380
607,227,-15,-15,380
592,212,-15,-15,380
577,197,-15,-15,380
562,182,-15,-15,380
547,167,-15,-15,380
532,152,-15,-15,380
517,137,-15,-15,380
502,122,-15,-15,380
487,107,-15,-15,380
472,92,-15,-15,380
457,107,-15,15,380
442,122,-15,15,380
427,137,-15,15,380
412,152,-15,15,380
397,167,-15,15,380
382,182,-15,15,380
367,197,-15,15,380
352,212,-15,15,380
337,227,-15,15,380
322,242,-15,15,380
307,257,-15,15,380
292,272,-15,15,380
277,287,-15,15,380
262,302,-15,15,380
247,317,-15,15,380
232,332,-15,15,380
217,347,-15,15,380
202,362,-15,15,380
187,377,-15,15,380
172,392,-15,15,380
157,407,-15,15,380
142,422,-15,15,380
127,437,-15,15,380
112,452,-15,15,380
97,467,-15,15,380
82,482,-15,15,380
67,467,-15,-15,380
52,452,-15,-15,380
67,437,15,-15,380
82,422,15,-15,380
97,407,15,-15,380
112,392,15,-15,380
127,377,15,-15,380
142,362,15,-15,380
157,347,15,-15,380
172,332,15,-15,380
187,317,15,-15,380
202,302,15,-15,380
217,287,15,-15,380
232,272,15,-15,380
247,257,15,-15,380
262,242,15,-15,380
277,227,15,-15,380
292,212,15,-15,380
307,197,15,-15,380
322,182,15,-15,380
337,167,15,-15,380
352,152,15,-15,380
367,137,15,-15,380
382,122,15,-15,380
397,107,15,-15,380
412,92,15,-15,380
427,107,15,15,380
442,122,15,15,370
457,137,15,15,370
472,152,15,15,370
487,167,15,15,370
502,182,15,15,370
517,197,15,15,370
532,212,15,15,370
547,227,15,15,370
562,242,15,15,370
577,257,15,15,370
592,272,15,15,370
607,287,15,15,370
622,302,15,15,370
637,317,15,15,370
652,332,15,15,370
667,347,15,15,370
682,362,15,15,370
697,377,15,15,370
712,392,15,15,360
727,407,15,15,360
742,422,15,15,360
757,437,15,15,360
772,452,15,15,350
787,467,15,15,350
802,482,15,15,350
817,467,15,-15,350
832,452,15,-15,350
847,437,15,-15,350
862,422,15,-15,350
877,407,15,-15,350
892,392,15,-15,350
907,377,15,-15,350
922,362,15,-15,350
907,347,-15,-15,350
892,332,-15,-15,350
877,317,-15,-15,350
862,302,-15,-15,350
847,287,-15,-15,350
832,272,-15,-15,350
817,257,-15,-15,350
802,242,-15,-15,350
787,227,-15,-15,350
772,212,-15,-15,350
757,197,-15,-15,350
742,182,-15,-15,350
727,167,-15,-15,350
712,152,-15,-15,350
697,137,-15,-15,350
682,122,-15,-15,350
667,107,-15,-15,350
652,92,-15,-15,350
637,107,-15,15,350
622,122,-15,15,350
607,137,-15,15,350
592,152,-15,15,350
577,167,-15,15,350
562,182,-15,15,350
547,197,-15,15,350
532,212,-15,15,350
517,227,-15,15,350
502,242,-15,15,350
487,257,-15,15,350
472,272,-15,15,350
457,287,-15,15,350
442,302,-15,15,350
427,317,-15,15,350
412,332,-15,15,350
397,347,-15,15,350
382,362,-15,15,350
367,377,-15,15,350
352,392,-15,15,350
337,407,-15,15,350
322,422,-15,15,350
307,437,-15,15,350
292,452,-15,15,350
277,467,-15,15,350
262,482,-15,15,350
247,467,-15,-15,350
232,452,-15,-15,350
217,437,-15,-15,350
202,422,-15,-15,350
187,407,-15,-15,350
172,392,-15,-15,350
157,377,-15,-15,350
142,362,-15,-15,350
127,347,-15,-15,350
112,332,-15,-15,350
97,317,-15,-15,350
82,302,-15,-15,350
67,287,-15,-15,350
52,272,-15,-15,350
67,257,15,-15,350
82,242,15,-15,350
97,227,15,-15,350
112,212,15,-15,350
127,197,15,-15,350
142,182,15,-15,350
157,167,15,-15,350
172,152,15,-15,350
187,137,15,-15,350
202,122,15,-15,350
217,107,15,-15,350
232,92,15,-15,350
247,107,15,15,350
262,122,15,15,350
277,137,15,15,350
292,152,15,15,350
307,167,15,15,350
322,182,15,15,350
337,197,15,15,350
352,212,15,15,350
367,227,15,15,350
382,242,15,15,350
397,257,15,15,350
412,272,15,15,350
427,287,15,15,340
442,302,15,15,340
457,317,15,15,340
472,332,15,15,340
487,347,15,15,330
502,362,15,15,330
517,377,15,15,330
532,392,15,15,320
547,407,15,15,320
562,422,15,15,320
577,437,15,15,310
592,452,15,15,310
607,467,15,15,310
622,482,15,15,300
637,467,15,-15,300
652,452,15,-15,300
667,437,15,-15,290
682,422,15,-15,290
697,407,15,-15,290
712,392,15,-15,280
727,377,15,-15,280
742,362,15,-15,280
757,347,15,-15,270
772,332,15,-15,270
787,317,15,-15,270
802,302,15,-15,260
817,287,15,-15,260
832,272,15,-15,250
847,257,15,-15,250
862,242,15,-15,250
877,227,15,-15,240
892,212,15,-15,240
907,197,15,-15,240
922,182,15,-15,240
937,167,15,-15,230
952,152,15,-15,230
967,137,15,-15,230
982,122,15,-15,220
997,107,15,-15,220
1012,92,15,-15,220
502,272,15,-15,220
517,257,15,-15,220
532,242,15,-15,220
547,227,15,-15,220
562,212,15,-15,220
577,197,15,-15,220
592,182,15,-15,220
607,167,15,-15,220
622,152,15,-15,220
637,137,15,-15,220
652,122,15,-15,220
667,107,15,-15,220
682,92,15,-15,220
697,107,15,15,220
712,122,15,15,220
727,137,15,15,220
742,152,15,15,220
757,167,15,15,210
772,182,15,15,210
787,197,15,15,210
802,212,15,15,210
817,227,15,15,210
832,242,15,15,210
847,257,15,15,220
862,272,15,15,220
877,287,15,15,220
892,302,15,15,220
907,317,15,15,230
922,332,15,15,230
937,347,15,15,230
952,362,15,15,230
967,377,15,15,230
982,392,15,15,230
997,407,15,15,230
1012,422,15,15,240
502,302,15,15,240
517,317,15,15,240
532,332,15,15,240
547,347,15,15,240
562,362,15,15,240
577,377,15,15,240
592,392,15,15,240
607,407,15,15,240
622,422,15,15,240
637,437,15,15,240
652,452,15,15,240
667,467,15,15,250
682,482,15,15,250
697,467,15,-15,250
712,452,15,-15,250
727,437,15,-15,250
742,422,15,-15,260
757,407,15,-15,260
772,392,15,-15,260
787,377,15,-15,260
802,362,15,-15,260
817,347,15,-15,270
832,332,15,-15,270
847,317,15,-15,270
862,302,15,-15,270
877,287,15,-15,270
892,272,15,-15,270
907,257,15,-15,270
922,242,15,-15,270
907,227,-15,-15,270
892,212,-15,-15,270
877,197,-15,-15,270
862,182,-15,-15,270
847,167,-15,-15,270
832,152,-15,-15,270
817,137,-15,-15,270
802,122,-15,-15,270
787,107,-15,-15,270
772,92,-15,-15,270
757,107,-15,15,270
742,122,-15,15,270
727,137,-15,15,270
712,152,-15,15,270
697,167,-15,15,270
682,182,-15,15,270
667,197,-15,15,270
652,212,-15,15,270
637,227,-15,15,270
622,242,-15,15,270
607,257,-15,15,270
592,272,-15,15,270
577,287,-15,15,270
562,302,-15,15,270
547,317,-15,15,270
532,332,-15,15,270
517,347,-15,15,270
502,362,-15,15,270
487,377,-15,15,270
472,392,-15,15,270
457,407,-15,15,270
442,422,-15,15,270
427,437,-15,15,270
412,452,-15,15,270
397,467,-15,15,270
382,482,-15,15,270
367,467,-15,-15,270
352,452,-15,-15,270
337,437,-15,-15,270
322,422,-15,-15,270
307,407,-15,-15,270
292,392,-15,-15,270
277,377,-15,-15,270
262,362,-15,-15,270
247,347,-15,-15,270
232,332,-15,-15,270
217,317,-15,-15,270
202,302,-15,-15,270
187,287,-15,-15,270
172,272,-15,-15,270
157,257,-15,-15,270
142,242,-15,-15,270
127,227,-15,-15,270
112,212,-15,-15,270
97,197,-15,-15,270
82,182,-15,-15,270
67,167,-15,-15,270
52,152,-15,-15,270
37,137,-15,-15,270
22,122,-15,-15,270
7,107,-15,-15,270
-8,92,-15,-15,270
-23,107,-15,15,270
-38,122,-15,15,270
472,302,-15,15,270
457,317,-15,15,270
442,332,-15,15,270
427,347,-15,15,270
412,362,-15,15,270
397,377,-15,15,270
382,392,-15,15,270
367,407,-15,15,270
352,422,-15,15,270
337,437,-15,15,270
322,452,-15,15,270
307,467,-15,15,270
292,482,-15,15,270
277,467,-15,-15,270
262,452,-15,-15,270
247,437,-15,-15,270
232,422,-15,-15,270
217,407,-15,-15,270
202,392,-15,-15,270
187,377,-15,-15,270
172,362,-15,-15,270
157,347,-15,-15,270
142,332,-15,-15,270
127,317,-15,-15,270
112,302,-15,-15,270
97,287,-15,-15,270
82,272,-15,-15,270
67,257,-15,-15,270
52,242,-15,-15,270
67,227,15,-15,270
82,212,15,-15,270
97,197,15,-15,270
112,182,15,-15,270
127,167,15,-15,270
142,152,15,-15,270
157,137,15,-15,270
172,122,15,-15,270
187,107,15,-15,270
202,92,15,-15,270
217,107,15,15,270
232,122,15,15,270
247,137,15,15,270
262,152,15,15,270
277,167,15,15,270
292,182,15,15,270
307,197,15,15,270
322,212,15,15,280
337,227,15,15,280
352,242,15,15,280
367,257,15,15,280
382,272,15,15,280
397,287,15,15,280
412,302,15,15,280
427,317,15,15,280
442,332,15,15,270
457,347,15,15,270
472,362,15,15,270
487,377,15,15,270
502,392,15,15,260
517,407,15,15,260
532,422,15,15,260
547,437,15,15,260
562,452,15,15,250
577,467,15,15,250
592,482,15,15,250
607,467,15,-15,240
622,452,15,-15,240
637,437,15,-15,240
652,422,15,-15,240
667,407,15,-15,230
682,392,15,-15,230
697,377,15,-15,230
712,362,15,-15,220
727,347,15,-15,220
742,332,15,-15,220
757,317,15,-15,210
772,302,15,-15,210
787,287,15,-15,210
802,272,15,-15,210
817,257,15,-15,200
832,242,15,-15,200
847,227,15,-15,200
862,212,15,-15,190
877,197,15,-15,190
892,182,15,-15,190
907,167,15,-15,180
922,152,15,-15,180
907,137,-15,-15,180
892,122,-15,-15,180
877,107,-15,-15,170
862,92,-15,-15,170
847,107,-15,15,170
832,122,-15,15,170
817,137,-15,15,170
802,152,-15,15,170
787,167,-15,15,170
772,182,-15,15,170
757,197,-15,15,170
742,212,-15,15,170
727,227,-15,15,170
712,242,-15,15,170
697,257,-15,15,170
682,272,-15,15,170
667,287,-15,15,170
652,302,-15,15,170
637,317,-15,15,170
622,332,-15,15,170
607,347,-15,15,170
592,362,-15,15,170
577,377,-15,15,170
562,392,-15,15,170
547,407,-15,15,170
532,422,-15,15,170
517,437,-15,15,170
502,452,-15,15,170
487,467,-15,15,170
472,482,-15,15,170
457,467,-15,-15,170
442,452,-15,-15,170
427,437,-15,-15,170
412,422,-15,-15,170
397,407,-15,-15,170
382,392,-15,-15,170
367,377,-15,-15,170
352,362,-15,-15,170
337,347,-15,-15,170
322,332,-15,-15,170
307,317,-15,-15,170
292,302,-15,-15,170
277,287,-15,-15,170
262,272,-15,-15,170
247,257,-15,-15,170
232,242,-15,-15,170
217,227,-15,-15,170
202,212,-15,-15,170
187,197,-15,-15,170
172,182,-15,-15,170
157,167,-15,-15,170
142,152,-15,-15,170
127,137,-15,-15,170
112,122,-15,-15,170
97,107,-15,-15,170
82,92,-15,-15,170
67,107,-15,15,170
52,122,-15,15,170
37,137,-15,15,170
52,152,15,15,170
37,167,-15,15,170
52,182,15,15,170
37,197,-15,15,170
52,212,15,15,170
37,227,-15,15,170
52,242,15,15,170
37,257,-15,15,170
22,272,-15,15,170
7,287,-15,15,170
-8,302,-15,15,170
-23,317,-15,15,170
-38,332,-15,15,170
472,302,-15,15,170
457,317,-15,15,170
442,332,-15,15,170
427,347,-15,15,170
412,362,-15,15,170
397,377,-15,15,170
382,392,-15,15,170
367,407,-15,15,170
352,422,-15,15,170
337,437,-15,15,170
322,452,-15,15,170
307,467,-15,15,170
292,482,-15,15,170
277,467,-15,-15,170
262,452,-15,-15,170
247,437,-15,-15,170
232,422,-15,-15,170
217,407,-15,-15,170
202,392,-15,-15,170
187,377,-15,-15,170
172,362,-15,-15,170
157,347,-15,-15,170
142,332,-15,-15,170
127,317,-15,-15,170
112,302,-15,-15,170
97,287,-15,-15,170
82,272,-15,-15,170
67,257,-15,-15,170
52,242,-15,-15,170
67,227,15,-15,170
82,212,15,-15,170
97,197,15,-15,170
112,182,15,-15,170
127,167,15,-15,170
142,152,15,-15,170
157,137,15,-15,170
172,122,15,-15,170
187,107,15,-15,170
202,92,15,-15,170
217,107,15,15,170
232,122,15,15,170
247,137,15,15,170
262,152,15,15,180
277,167,15,15,180
292,182,15,15,180
307,197,15,15,180
322,212,15,15,180
337,227,15,15,180
352,242,15,15,190
367,257,15,15,190
382,272,15,15,190
